sentence,label,category
rautaruukki said construction group members has provided it approximately 2. 5 mln eur euros as supply the steel framework for a new bridge spanning that short canal crossing northern finland.,positive,Augmented_Data
"the outsourcing agreement , which covers equipment and depots in turku and tampere , will run for five years , cramo said on thursday .",neutral,Sentences_50Agree
vnh generates annual net sales of about 5 mln eur and employs 21 people .,neutral,Sentences_50Agree
nordea group is operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,positive,Sentences_50Agree
to be number one means creating added value for stakeholders in everything we do .,neutral,Sentences_50Agree
the technology park will be built near st. petersburg-based pulkovo airport .,neutral,Sentences_50Agree
"kesko pursues a strategy of healthy , focused growth concentrating on sales and services to consumer-customers .",positive,Sentences_50Agree
"in the baltic countries , atria is target is organic growth .",neutral,Sentences_50Agree
"turun kaupunkin , finland based company has awarded contract to lemminkainen talotekniikka oy for electrical installation work .",positive,Sentences_50Agree
ssh establishes new global sales and marketing group to be led by george adams ; adams establishes global sales and marketing group to drive worldwide programs supporting ssh tectia enterprise security solutions,neutral,Sentences_50Agree
"as a percentage or these transactions, the aggregate holdings on allied life mutual capital fund, l. p. has decreased approximately 5 per cent of the total number total shares managing funds of any company.",negative,Augmented_Data
"in lithuania , operating profit rose to eur 190,000 from eur 70,000 in the corresponding period in 2005 .",positive,Sentences_50Agree
we are now in a position to pursue novel clinical candidates going forward . '',positive,Sentences_50Agree
the issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,neutral,Sentences_50Agree
the loss by eur 25mn resulting from a reduction by approximately 63mn over the corresponding period in 2005.,negative,Augmented_Data
"` ` we express very pleased to be working with people in ntt labs and advance the progress toward lte, ' ' expressed brad brink, director of converged core, nokia siemens networks.",positive,Augmented_Data
the numbers the expected to increase during the next six seasons.,positive,Augmented_Data
okmetic revised its 2010 financial outlook based on its order book .,neutral,Sentences_50Agree
"this works employs 2, 300 of whom greater than 17, 800 have worked at the workplace regarding the mid - period or part - time labour layoffs and april - october period.",negative,Augmented_Data
"adp news - apr 22, 2003 - finnish business information systems data company with hel : stq1v said today its net loss widened to eur 33, 400 usd 3, 000 for the first quarter of 2009 the eur 168, 000 for the next peri",negative,Augmented_Data
"compared with the ftse 100 index , which rose 28.3 points or 0.5 % on the day , this was a relative price change of 2.3 % .",positive,Sentences_50Agree
"employees are also ideally prepared to answer caller, and they already have any requests for the caller before they give them phone. ' '",positive,Augmented_Data
"elcoteq dongguan was established in 1999 in the nancheng district of dongguan , china and is one of elcoteq s four volume manufacturing plants in the asia-pacific region .",neutral,Sentences_50Agree
"alma media holds 70 % of this company , the remaining shares being owned by the company is key employees .",neutral,Sentences_50Agree
"` ` nokia ' s built up innovators africa and has been specifically directed to enable whoever can create locally relevant, application - quality - service computing applications. ' '",positive,Augmented_Data
"okhta center area is expected to have about 700,000 square metres of office premises by 2016 .",neutral,Sentences_50Agree
"all the ferries had run into being witnessed by some stockholm area, set up as more than 20, 000 islands.",negative,Augmented_Data
"( adp news ) - feb 11 , 2009 - finnish management software solutions provider ixonos oyj ( hel : xns1v ) said today its net profit rose to eur 3.5 million ( usd 4.5 m ) for 2008 from eur 3.1 million for 2007 .",positive,Sentences_50Agree
"reagan sought shares with $ 19 million at $ 6. 06 - 4. 78 per share, matching with reagan ' s strong of $ 11. 33 to low of $ 10. 61.",negative,Augmented_Data
"in the czech republic , the profiling unit at ostrava will be closed and the machinery will be relocated to ruukki is bigger plants in hungary , poland and romania by the end of the first quarter of 2009 .",neutral,Sentences_50Agree
"net cash from cargo operations stands largely negative at 0. 3 mn, compared and eur 30. 5 mn per 2009.",negative,Augmented_Data
asian traffic declined by 3.4 per cent .,negative,Sentences_50Agree
finnish okmetic that types and processes silicon wafers for the automotive and sensor industries and norwegian solar wafer supplier norsun have signed a treaty on which okmetic shall provide norsun the silicon crystals for use by solar pv manufacturing.,positive,Augmented_Data
"in january-september 2007 , operating profit totaled eur 20.5 mn .",neutral,Sentences_50Agree
"in penttil+ is vision , the most important reason for the transaction is russia .",neutral,Sentences_50Agree
"the traffic exceeds 1 % week - on - year recording 13, 561 tonnes in september average.",negative,Augmented_Data
"a meeting for the media and analysts will be held on the same day at 10:30 a.m. at stonesoft headquarters in helsinki , italahdenkatu 22 a. the interim report will be presented by stonesoft is ceo ilkka hiidenheimo .",neutral,Sentences_50Agree
"tampere science parks is a finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses .",neutral,Sentences_50Agree
"as previously announced , geosentric oyj entered into financing agreements with its lead investor on june 30 , 2010 enabling the company to receive financing up to the aggregate amount of 6m .",neutral,Sentences_50Agree
these restrictions do not apply to statutory dividends .,neutral,Sentences_50Agree
in the meantime the ceo is duties will be assumed by outotec is deputy ceo seppo rantakari .,neutral,Sentences_50Agree
"the firm is uk head office is in rugby road , lutterworth .",neutral,Sentences_50Agree
"the machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , stora enso said .",neutral,Sentences_50Agree
"raisio is bid to buy glisten is a `` win-win '' deal for both companies , the chairman of the uk snacks firm told just-food today 10 february .",positive,Sentences_50Agree
"during the move, communication ministry aims project investment of total some 3 million usd 4. 3 years, the main part of projects are expected from be realized this year.",positive,Augmented_Data
"net cash flow over operating assets was a final eur 3. 36 trillion, compared to over 1. 6 mn in their corresponding network in 2009.",negative,Augmented_Data
"finnish publisher alma media ( hel : aln1v ) said wednesday it has decided to further extend its eur1 .85 ( usd2 .75 ) apiece mandatory tender offer for media group talentum ( hel : ttm1v ) , which started on 19 august , until 16 november .",neutral,Sentences_50Agree
"the project said that major investments of the new mining areas resulted in significant increase in sweden, lithuania, russia by romania.",positive,Augmented_Data
